Column1,DIRECTORIO,DIRECTORIO_HOG,DIRECTORIO_PER,NVCAP99,DPTOMPIO,FEX_C,LOCALIDAD_TEX,COD_UPZ,CODLOCALIDAD,NVCBP1,NVCBP2,NVCBP3,NVCBP4,NVCBP5,NVCBP6,NVCBP7,NVCBP8A,NVCBP8B,NVCBP8C,NVCBP8E,NVCBP8F,NVCBP10,NVCBP11AA,NVCBP11DA,NVCBP13,NVCBP14A,NVCBP14C,NVCBP14D,NVCBP14E,NVCBP14F,NVCBP14G,NVCBP14I,NVCBP14K,NVCBP15A,NVCBP15C,NVCBP15D,NVCBP15E,NVCBP15F,NVCBP15G,NVCBP15H,NHCCP1,NHCCP2,NHCCP3,NHCCP5,NHCCP6,NHCCP7,NHCCP9,NHCCP10,NHCCP11,NHCCP12,NHCCP14,NHCCP14A,NHCCP15A,NHCCPCTRL2,NHCCP19,NHCCP20,NHCCP20A,NHCCP24,NHCCP26,NHCCP26A,NHCCP28A,NHCCP29A,NHCCP32,NHCCP35A,NHCCP38,NHCCP393,NHCCP39C,NHCCP39D,NHCCP39E,NHCCP39F,NHCCP39G,NHCCP399,NHCCP40A,NHCCP40D,NHCCP40E,NHCCP40F,NHCCP40G,NHCCP40H,NHCCP40I,NHCCP40J,NHCCP40K,NHCCP40L,NHCCP41,NHCCP41A,NHCCP41B,NHCCP42,NHCCP42A,NHCCP42CB,NHCCP44,NHCCP44B,NHCCP45,NHCCP45A,NHCCP45B,NHCCP46A,NHCCP46B,NHCCP46C,NHCCP46D,NHCCP46E,NHCCP46F,NHCCP46G,NHCCP46H,NHCCP46I,NHCCP46J,NHCCP46K,NHCCP46L,NHCCP46M,NHCDP1,NHCDP2,NHCDP2A,NHCDP2B,NHCDP3,NHCDP4,NHCDP4A,NHCDP4B,NHCDP5,NHCDP6,NHCDP6A,NHCDP6B,NHCDP7,NHCDP7A,NHCDP10,NHCDP10A,NHCDP11,NHCDP11B,NHCDP13,NHCDP15,NHCDP17,NHCDP17A,NHCDP18,NHCDP18B,NHCDP20,NHCDP21,NHCDP23,NHCDP23B,NHCDP24,NHCDP25,NHCDP25A,NHCDP26,NHCDP26A,NHCDP27,NHCDP27B,NHCDP29,NHCDP29B,NHCDP30A,NHCDP30B,NHCDP31,NHCDP32,NHCDP32B,ORDEN.E,NPCEP4,NPCEP5,NPCEP6,NPCEP7,NPCEP8A,NPCEP9,NPCEP9A,NPCEP9B,NPCEP10,NPCEP11A,NPCEP11AA,NPCEP11AB,NPCEP11AC,NPCEP11,NPCEP13,NPCEP13A,NPCEP13B,NPCEP13C,NPCEP15,NPCEP16A1,NPCEP16AA,NPCEP16AB,NPCEP16B1,NPCEP18,NPCEP19,NPCEP21,NPCEP21A,NPCEP22,NPCEP22A,NPCEP24,NPCEP24A,NPCEP25,NPCEP25A,NPCEP26,NPCEP5A,ORDEN.F,NPCFP2,NPCFP3,NPCFP5,NPCFP7,NPCFP8,NPCFP8A,NPCFP9,NPCFP11,NPCFP11A,NPCFP12,NPCFP14A,NPCFP14B,NPCFP14D,NPCFP14E,NPCFP14J,NPCFP15,NPCFP16,NPCFP18,NPCFP19,NPCFP20,NPCFP22,NPCFP23,NPCFP24,NPCFP24A,NPCFP24B,NPCFP26,NPCFP26A,NPCFP27,NPCFP29,NPCFP30,NPCFP32,NPCFP33A,NPCFP33AA,NPCFP33B,NPCFP33BA,NPCFP33C,NPCFP33CA,NPCFP33DA,NPCFP33E,NPCFP33EA,NPCFP33FA,NPCFP34,NPCFP35A,NPCFP35AA,NPCFP35BA,NPCFP36,NPCFP37,NPCFP39,NPCFP39A,NPCFP40A,NPCFP40B,NPCFP40C,NPCFP40D,NPCFP40E,NPCFP40F,NPCFP40,NPCFP42,NPCFP43A,NPCFP44,NPCFP45,ORDEN.G,ORDEN.H,NPCHP2,NPCHP3,NPCHP4,NPCHP4A,NPCHP5,NPCHP6,NPCHP6A,NPCHP7,NPCHP10,NPCHP10A,NPCHP11,NPCHP11A,NPCHP12,NPCHP13A,NPCHP13B,NPCHP14,NPCHP15A,NPCHP15B,NPCHP16,NPCHP17,NPCHP19B,NPCHP20,NPCHP20A,NPCHP20B,NPCHP21A,NPCHP21AA,NPCHP21B,NPCHP21BA,NPCHP21CA,NPCHP22,NPCHP22A,NPCHP23,NPCHP23A,NPCHP24AA,NPCHP24AB,NPCHP24BA,NPCHP24BB,NPCHP28A,NPCHP28B,NPCHP31AA,NPCHP31AB,NPCHP31BA,NPCHP31BB,NPCHP31CA,NPCHP31CB,NPCHP31DA,NPCHP31DB,NPCHP31EA,NPCHP31EB,NPCHP31FA,NPCHP31FB,NPCHP32,NPCHP32A,NPCHP33,NPCHP34,NPCHP34A,NPCHP35A,NPCHP35C,NPCHP35E,NPCHP35I
3375,229996,2299961,22999614,01NOV2017:00:00:00,11001,51.121.835.543,ENGATIVA,74.0,10.0,2,1.0,1,1,2,5,2.0,1,2,2,2,2,2,2.0,3.0,4,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,275000,1.0,1.3e+08,2009.0,,"6,00E+05",,2,3.0,1,60000,,5,4,3,3,,2.0,,,,1.0,1.0,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1.0,0.0,1.0,1.0,,2,,1,2.0,2.0,5.0,10.0,20,60,15,5,5,20,20,90,90,20,60,1,50325,2.0,1.0,1,50777,2.0,1.0,1,13840,2.0,1.0,2.0,,2.0,,39146,1.0,2.0,1,2.0,,10200,2.0,1.0,1,48000,2.0,2,1,2.0,2,,1,2.0,42000,1.0,,,1.0,55000,1.0,4,33,2,3,4.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,1.0,2,4,1.0,,94000,2.0,2.0,,30.0,,,2,2,2,2,2,2,2,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,3.0,,,2.0,,,1.0,2.0,2.0,1.0,,22.0,,,,4.0,2.0,3.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,0.0,0.0,30.0,14.0,,,0.0,0.0,2.0,2.0,,,,,,2.0,2.0,2.0,2.0
3376,229999,2299991,22999912,08NOV2017:00:00:00,11001,34.699.787.775,ENGATIVA,74.0,10.0,2,3.0,1,2,2,2,,1,1,2,2,1,1,2.0,3.0,4,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,3,,,,,,,"6,00E+05",2,3.0,3,,,4,5,4,3,,2.0,,,,2.0,2.0,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,,,,,,1,0.0,1,1.0,0.0,5.0,5.0,2,120,60,15,5,15,15,99,99,60,15,1,22752,2.0,1.0,1,20300,2.0,1.0,1,16600,2.0,1.0,2.0,,2.0,,34080,1.0,2.0,1,2.0,,20380,1.0,2.0,1,30112,1.0,1,2,,2,,1,2.0,46900,1.0,,,1.0,45754,1.0,2,66,2,5,3.0,,3,15.0,15176.0,1.0,2,15.0,15176.0,,2,2.0,,,,,1.0,,,,,,3,,10.0,,3,,10.0,,1.0,2,2,1.0,,,2.0,2.0,,60.0,,,3,1,1,2,1,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,1,24000,,12000,2,,,1.0,,,,2.0,2.0,,1.0,2.0,2.0,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,0.0,40.0,10.0,,,5.0,0.0,1.0,0.0,,,,,,2.0,2.0,2.0,2.0
3377,230073,2300731,23007313,18NOV2017:00:00:00,11001,32.659.436.372,ENGATIVA,72.0,10.0,2,1.0,1,1,1,3,,2,2,2,2,2,1,3.0,3.0,4,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,3,,,,,,,"1,00E+06",1,,3,,,3,5,3,3,,2.0,,,,2.0,,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1.0,1.0,1.0,1.0,,1,1.0,2,,,5.0,5.0,4,10,5,5,5,20,15,15,5,5,10,1,48000,2.0,2.0,1,46000,2.0,2.0,1,21200,2.0,2.0,2.0,,2.0,,50000,2.0,2.0,1,2.0,,33000,2.0,1.0,1,30000,2.0,1,1,1.0,1,1.0,1,2.0,50000,2.0,,,1.0,40000,2.0,3,28,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,2.0,1,3,1.0,,80000,2.0,2.0,,40.0,36000,1.0,1,2,1,2,2,2,1,2,,,,,,,,,1,1.0,90000,1.0,2,,2,,2,,2,,,2,,,0,2,,,1.0,,2.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,3.0,1.0,,,,,7.0,7.0,7.0,,,,,2.0,,,,,,,,25.0,2.0,,,1.0,4800000,2.0,,,2.0,,2.0,,,,,,,,1.0,4.0,1.0,2.0,48.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3378,230106,2301061,23010612,20NOV2017:00:00:00,11001,26.885.514.505,ENGATIVA,72.0,10.0,2,1.0,1,1,1,5,2.0,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,850000,1,,2,,,2,4,3,3,,2.0,,,,2.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,2.0,,,2,,2,,,5.0,5.0,4,30,3,2,2,2,30,30,20,20,60,1,51000,2.0,2.0,1,50000,2.0,2.0,1,15000,2.0,2.0,2.0,,2.0,,49000,2.0,2.0,1,2.0,,40000,2.0,1.0,2,,,2,1,1.0,1,1.0,1,1.0,70000,2.0,,,1.0,45000,2.0,2,10,2,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,6.0,,1,1.0,,,,2,2,1.0,,,2.0,2.0,,60.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,2.0,,,,,,,,,,2.0,,,,,,2.0,1.0,,,,,2.0,4.0,,1.0,850000,1.0,45000,2.0,25.0,25214.0,,,,1.0,1.0,60.0,2.0,,,1.0,950000,1.0,450000,350000,1.0,340000,2.0,,,,,,,,0.0,8.0,0.0,0.0,48.0,16.0,0.0,0.0,6.0,0.0,6.0,4.0,1.0,1.0,,,,,,,
3379,230139,2301391,23013913,16NOV2017:00:00:00,11001,20.655.815.678,ENGATIVA,810.0,10.0,2,1.0,1,1,1,6,2.0,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,1.0,"2,00E+08",2002.0,,"1,00E+06",,2,1.0,1,"1,00E+05",,4,4,3,3,,2.0,,,,2.0,2.0,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1.0,1.0,1.0,1.0,,2,,2,,,30.0,5.0,5,30,5,5,15,25,25,25,25,25,50,1,120000,2.0,2.0,1,25000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,40000,2.0,2.0,1,2.0,,20000,2.0,2.0,1,60000,2.0,2,1,1.0,2,,1,2.0,60000,2.0,1.0,1.0,,,,3,58,1,7,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,99.0,,1,2.0,,,2.0,1,3,3.0,,,2.0,2.0,,40.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,3.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,0.0,0.0,40.0,16.0,,,4.0,0.0,5.0,1.0,,,,,,2.0,2.0,2.0,2.0
3380,230142,2301421,23014211,16NOV2017:00:00:00,11001,22.206.578.107,ENGATIVA,810.0,10.0,4,1.0,1,1,1,6,2.0,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,"1,00E+06",1,,1,91000,,3,5,3,3,,2.0,,,,2.0,2.0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,,,,,,2,,2,,,5.0,5.0,5,30,5,5,5,10,5,30,30,10,30,1,40000,2.0,2.0,1,45000,2.0,2.0,1,27000,2.0,2.0,2.0,,2.0,,90000,2.0,2.0,1,2.0,,17000,2.0,1.0,2,,,1,2,,1,1.0,2,,,,,,1.0,30000,2.0,1,32,2,1,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,8.0,,2,,8.0,,1.0,2,1,1.0,,32000,2.0,1.0,,60.0,,,2,2,2,2,2,2,1,1,0.0,1.0,2.0,,,,,,2,,,,1,5.0,2,,2,,1,10300,,2,,,0,1,350000,50000,4.0,3.0,,,1.0,,,1.0,2.0,2.0,1.0,,23.0,,,,1.0,1.0,,,,,8.0,1.0,4.0,,,,,1.0,,,,,,,,40.0,2.0,,,1.0,99,1.0,"3,00E+05",,2.0,,2.0,,,,,,,,5.0,6.0,5.0,5.0,25.0,16.0,0.0,0.0,0.0,0.0,10.0,19.0,,,,,,2.0,2.0,2.0,2.0
3381,230145,2301451,23014513,16NOV2017:00:00:00,11001,45.743.231.649,ENGATIVA,810.0,10.0,2,1.0,1,2,1,2,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,1.0,2.1e+08,1993.0,,"1,00E+06",,2,1.0,3,,,3,3,2,2,,2.0,,,,2.0,2.0,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,,,,,,2,,1,1.0,0.0,15.0,5.0,5,15,10,5,10,25,30,25,15,15,50,1,130000,2.0,2.0,1,25000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,60000,2.0,2.0,1,2.0,,30000,2.0,2.0,1,60000,2.0,2,1,1.0,2,,1,2.0,60000,2.0,,,1.0,45000,2.0,3,7,2,3,,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,,2,3,1.0,,,2.0,2.0,,35.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,1,20000,,2,,,0,2,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,2.0,1.0,,1.0,"7,00E+05",1.0,"1,00E+05",1.0,,,10.0,"1,11001E+11",,,2.0,30.0,2.0,,,1.0,"1,00E+06",2.0,,,2.0,,2.0,,,,,,,,10.0,3.0,10.0,4.0,40.0,17.0,8.0,3.0,6.0,8.0,4.0,1.0,1.0,2.0,,,,,,,
3382,230150,2301501,23015013,17NOV2017:00:00:00,11001,44.777.855.777,ENGATIVA,810.0,10.0,2,1.0,1,2,1,2,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,1.0,1.9e+08,1983.0,,"1,00E+06",,2,1.0,3,,,3,4,3,2,,2.0,,,,1.0,1.0,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,,,,,,2,,2,,,10.0,5.0,5,15,10,5,10,15,25,25,30,25,50,1,130000,2.0,2.0,1,25000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,45000,2.0,2.0,1,2.0,,40000,2.0,2.0,1,60000,2.0,2,1,2.0,2,,1,2.0,60000,2.0,1.0,1.0,,,,3,80,2,5,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,99.0,,3,,99.0,,1.0,2,3,1.0,,,2.0,2.0,,45.0,,,2,2,2,2,2,2,1,2,,,,2.0,3.0,5.0,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,3.0,2.0,,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,0.0,0.0,37.0,15.0,,,0.0,0.0,1.0,0.0,,,,,,2.0,2.0,2.0,2.0
3383,230155,2301551,23015513,18NOV2017:00:00:00,11001,33.042.968.219,ENGATIVA,810.0,10.0,2,1.0,1,2,1,1,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,1.0,1.9e+08,1985.0,,1200000,,2,1.0,3,,,3,4,3,3,,2.0,,,,1.0,1.0,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,,,,,,2,,2,,,10.0,5.0,5,10,8,5,10,20,25,20,15,15,50,1,130000,2.0,2.0,1,25000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,60000,2.0,2.0,1,2.0,,60000,2.0,2.0,1,60000,2.0,1,2,,2,,1,2.0,60000,2.0,,,1.0,50000,2.0,3,78,2,5,6.0,2.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,99.0,,3,,99.0,,1.0,2,3,1.0,,,2.0,2.0,,50.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,1,190000,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,3.0,2.0,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,0.0,0.0,40.0,16.0,,,0.0,0.0,0.0,3.0,,,,,,2.0,2.0,2.0,2.0
3384,230163,2301631,23016311,18NOV2017:00:00:00,11001,30.849.351.371,ENGATIVA,810.0,10.0,2,1.0,1,2,1,1,,2,2,2,2,2,1,3.0,3.0,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,,,,,,,1500000,1,,3,,,2,3,1,1,,2.0,,,,1.0,1.0,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,,,,,,2,,2,,,10.0,5.0,5,25,5,5,5,25,25,20,25,25,50,2,,,,2,,,,2,,,,,,,,,,2.0,1,,,,,2.0,1,,,2,2,,2,,1,2.0,,,,,1.0,45000,2.0,1,39,1,1,6.0,2.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,99.0,,2,,99.0,,2.0,1,1,1.0,,80000,2.0,2.0,,60.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,9.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,8.0,3.0,40.0,16.0,,,6.0,8.0,5.0,2.0,,,,,,2.0,2.0,2.0,2.0
3385,230279,2302791,23027912,10NOV2017:00:00:00,11001,26.442.534.381,CHAPINERO,816.0,2.0,2,1.0,1,2,1,6,1.0,2,2,2,2,2,2,4.0,3.0,4,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,3,,,,,,,1300000,2,3.0,1,90000,,3,3,2,2,,2.0,,,,2.0,2.0,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,,,,,,2,,1,1.0,1.0,5.0,5.0,5,15,10,1,1,20,10,45,45,10,45,1,50000,2.0,2.0,1,50000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,17000,1.0,2.0,1,2.0,,36000,1.0,2.0,1,25000,2.0,2,2,,2,,1,2.0,25000,2.0,,,1.0,25000,2.0,2,40,2,2,2.0,1.0,1,,,,2,8.0,8001.0,,1,,,,,,1.0,,,,,,2,,4.0,,2,,4.0,,1.0,2,2,1.0,,40000,1.0,2.0,,14.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,1,150000,2700,2.0,,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,2.0,2.0,,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,40.0,18.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3386,230284,2302841,23028411,16NOV2017:00:00:00,11001,41.794.176.449,CHAPINERO,816.0,2.0,2,1.0,1,2,1,7,1.0,1,1,2,2,2,2,6.0,3.0,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,,1.0,"6,00E+08",2007.0,,"7,00E+06",,2,2.0,1,1800000,,1,2,1,1,,2.0,,,,3.0,2.0,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1.0,1.0,1.0,1.0,,2,,2,,,15.0,20.0,20,60,5,10,10,10,15,40,50,15,40,1,106000,2.0,2.0,1,98000,2.0,2.0,1,37000,2.0,2.0,2.0,,2.0,,172000,2.0,2.0,1,2.0,,"4,00E+05",2.0,1.0,1,48000,2.0,1,1,1.0,2,,1,2.0,113000,2.0,,,1.0,"2,00E+05",2.0,1,65,2,1,5.0,,3,5.0,5001.0,1.0,2,11.0,11001.0,,1,,,,,,1.0,,,,,,3,,9.0,3.0,3,,8.0,,1.0,2,1,1.0,,,2.0,1.0,,10.0,,,2,2,2,2,2,1,1,2,,,,,,,,,1,1.0,25000,1.0,2,,1,25000,1,25000,2,,,2,,,"5,00E+05",1,"1,00E+06",25000,1.0,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,1.0,2.0,,11.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,20.0,10.0,,,0.0,0.0,40.0,16.0,,,,,,2.0,2.0,2.0,2.0
3387,230336,2303361,23033612,16NOV2017:00:00:00,11001,6.943.659.594,BARRIOS UNIDOS,807.0,12.0,4,2.0,1,2,2,3,,2,2,2,2,2,1,3.0,3.0,4,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,,1.0,3.5e+08,1947.0,,1200000,,2,1.0,3,,,4,4,3,3,,2.0,,,,2.0,2.0,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,,,,,,1,1.0,2,,,10.0,7.0,7,20,30,5,5,15,20,30,40,5,40,1,150000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,50000,2.0,2.0,1,2.0,,60000,2.0,1.0,2,,,2,2,,2,,2,,,,,,1.0,24000,2.0,2,68,2,2,6.0,1.0,3,15.0,15244.0,1.0,1,,,,2,3.0,11.0,11001.0,,1.0,,,,,,,3,,10.0,,3,,10.0,,1.0,2,2,1.0,,,2.0,2.0,,40.0,,,3,1,2,2,2,2,1,2,,,,,,,,,2,,,,2,,1,3000,2,,2,,,2,,,3000,2,,,4.0,1.0,,,1.0,1.0,,1.0,2.0,2.0,,,,,,,2.0,2.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,35.0,14.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
3388,230423,2304231,23042313,29OCT2017:00:00:00,11001,17.789.627.932,TEUSAQUILLO,107.0,13.0,2,1.0,1,1,1,5,1.0,2,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,,1.0,2.1e+08,2006.0,,1200000,,2,1.0,1,220000,,4,3,2,2,,2.0,,,,1.0,1.0,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1.0,0.0,1.0,1.0,,2,,1,4.0,0.0,5.0,5.0,6,40,10,5,5,6,20,10,16,5,45,1,91983,2.0,1.0,1,93606,2.0,1.0,1,22610,2.0,1.0,2.0,,2.0,,147700,1.0,2.0,1,2.0,,10940,1.0,1.0,1,35000,1.0,2,1,2.0,2,,1,2.0,35000,1.0,,,1.0,35000,1.0,3,16,2,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,2.0,,,1,1.0,,,,2,3,1.0,,,2.0,3.0,5.0,30.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,50000,1,"4,00E+05",,2.0,,,,2.0,,,2.0,2.0,2.0,2.0,,,1.0,2.0,,3.0,1.0,,,,,4.0,11.0,,1.0,480000,2.0,,2.0,,,13.0,,98,,1.0,15.0,2.0,,,1.0,1300000,1.0,"1,00E+06",,1.0,"1,00E+05",1.0,"5,00E+05",,,,,,,10.0,12.0,10.0,4.0,40.0,16.0,0.0,0.0,2.0,0.0,10.0,5.0,1.0,4.0,,,,,,,
3389,230457,2304571,23045712,21NOV2017:00:00:00,11001,19.361.843.834,TEUSAQUILLO,107.0,13.0,2,1.0,1,1,1,4,2.0,2,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,,1.0,3.2e+08,2010.0,,1700000,,2,1.0,1,270000,,4,4,3,3,,2.0,,,,2.0,2.0,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1.0,0.0,1.0,1.0,,2,,1,3.0,0.0,5.0,5.0,5,25,5,5,5,10,25,15,10,4,10,1,79297,2.0,1.0,1,79598,2.0,1.0,1,30460,2.0,1.0,2.0,,2.0,,65770,1.0,2.0,1,2.0,,30000,2.0,1.0,1,30000,2.0,1,1,1.0,2,,1,1.0,30000,2.0,,,1.0,30000,2.0,2,39,1,2,6.0,1.0,3,25.0,25181.0,1.0,1,,,,1,,,,,,1.0,,,,,,2,,2.0,,2,,2.0,,2.0,1,2,1.0,,"4,00E+05",2.0,2.0,,5.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,1,"2,00E+05",,4.0,3.0,,,,,,2.0,2.0,2.0,,,,,,,2.0,2.0,,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,35.0,18.0,,,0.0,0.0,15.0,0.0,,,,,,2.0,2.0,2.0,2.0
3390,230457,2304571,23045714,21NOV2017:00:00:00,11001,19.361.843.834,TEUSAQUILLO,107.0,13.0,2,1.0,1,1,1,4,2.0,2,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,,1.0,3.2e+08,2010.0,,1700000,,2,1.0,1,270000,,4,4,3,3,,2.0,,,,2.0,2.0,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1.0,0.0,1.0,1.0,,2,,1,3.0,0.0,5.0,5.0,5,25,5,5,5,10,25,15,10,4,10,1,79297,2.0,1.0,1,79598,2.0,1.0,1,30460,2.0,1.0,2.0,,2.0,,65770,1.0,2.0,1,2.0,,30000,2.0,1.0,1,30000,2.0,1,1,1.0,2,,1,1.0,30000,2.0,,,1.0,30000,2.0,4,7,1,3,,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,2.0,,,1,1.0,,,,1,4,1.0,,,2.0,2.0,,5.0,,,2,2,2,2,2,2,2,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,"2,00E+05",20000,2,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,1.0,2.0,,1.0,310000,2.0,,2.0,,,12.0,,"3,11001E+11",,4.0,30.0,2.0,,,1.0,591000,1.0,1200000,30000,1.0,50000,1.0,"2,00E+05",,,,,,,0.0,4.0,0.0,0.0,40.0,18.0,50.0,10.0,0.0,50.0,5.0,2.0,1.0,1.0,,,,,,,
